id,content,sentiment
2226,"it's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible . ",1
2227,"though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia's true emotions . . . but at the very least , his secret life will leave you thinking . ",1
2228,"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out . ",1
2229,"the message of such reflections--intentional or not--is that while no art grows from a vacuum , many artists exist in one . ",1
2230,"gooding is the energetic frontman , and it's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences . ",1
2231,"the otherwise good-naturedness of mr . deeds , with its embrace of sheer goofiness and cameos of less- than-likely new york celebrities . . . certainly raises the film above anything sandler's been attached to before . ",1
2232,"the movie is brilliant , really . it is philosophy , illustrated through everyday events . ",1
2233,it's stylishly directed with verve . . . ,1
2234,gives an intriguing twist to the french coming-of-age genre . ,1
2235,offers an interesting look at the rapidly changing face of beijing . ,1
2236,"a solid , psychological action film from hong kong . ",1
2237,"see it now , before the inevitable hollywood remake flattens out all its odd , intriguing wrinkles . ",1
2238,"holm does his sly , intricate magic , and iben hjelje is entirely appealing as pumpkin . ",1
2239,an enjoyable feel-good family comedy regardless of race . ,1
2240,features what is surely the funniest and most accurate depiction of writer's block ever . ,1
2241,it would take a complete moron to foul up a screen adaptation of oscar wilde's classic satire . ,1
2242,"it's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime . ",1
2243,"in the long , dishonorable history of quickie teen-pop exploitation , like mike stands out for its only partly synthetic decency . ",1
2244,"bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love . ",1
2245,"lead actress gaï , she of the impossibly long limbs and sweetly conspiratorial smile , is a towering siren . ",1
2246,"even if you've seen "" stomp "" ( the stage show ) , you still have to see this ! ",1
2247," . . . a light , yet engrossing piece . lux , now in her eighties , does a great combination act as narrator , jewish grandmother and subject – taking us through a film that is part biography , part entertainment and part history . ",1
2248,"it's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast . ",1
2249,"rife with the rueful , wry humor springing out of yiddish culture and language . ",1
2250,"a time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain . ",1
2251,rubbo's humorously tendentious intervention into the who-wrote-shakespeare controversy . ,1
2252,"cantet beautifully illuminates what it means sometimes to be inside looking out , and at other times outside looking in . ",1
2253,it's as raw and action-packed an experience as a ringside seat at a tough-man contest . ,1
2254,"evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes . ",1
2255,a brilliant gag at the expense of those who paid for it and those who pay to see it . ,1
2256,visually striking and viscerally repellent . ,1
2257,overcomes its visual hideousness with a sharp script and strong performances . ,1
2258,touché ! ,1
2259,astonishingly skillful and moving . . . it could become a historically significant work as well as a masterfully made one . ,1
2260,beautifully crafted and cooly unsettling . . . recreates the atmosphere of the crime expertly . ,1
2261,"the year 2002 has conjured up more coming-of-age stories than seem possible , but take care of my cat emerges as the very best of them . ",1
2262,"although it doesn't always hang together -- violence and whimsy don't combine easily -- "" cherish "" certainly isn't dull . ",1
2263,"the sight of the spaceship on the launching pad is duly impressive in imax dimensions , as are shots of the astronauts floating in their cabins . ",1
2264,"time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness . ",1
2265,an intriguing look at the french film industry during the german occupation ; its most delightful moments come when various characters express their quirky inner selves . ,1
2266,"a fine documentary can be distinguished from a mediocre one by the better film's ability to make its subject interesting to those who aren't part of its supposed target audience . judging by those standards , 'scratch' is a pretty decent little documentary . ",1
2267,"fubar is very funny , but not always in a laugh-out-loud way . ",1
2268,a diverse and astonishingly articulate cast of palestinian and israeli children . ,1
2269,slight but enjoyable documentary . ,1
2270,"'the film is stark , straightforward and deadly . . . an unnatural calm that's occasionally shaken by . . . blasts of rage , and later , violent jealousy . '",1
2271,an impressive hybrid . ,1
2272,"call this the full monty on ice , the underdog sports team formula redux . ",1
2273,"unfolds in a low-key , organic way that encourages you to accept it as life and go with its flow . ",1
2274,a beguiling evocation of the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions . ,1
2275,"the heat of the moment prevails . it cooks conduct in a low , smoky and inviting sizzle . ",1
2276,a riveting story well told . ,1
2277,"denis forges out of the theories of class- based rage and sisterly obsession a razor-sided tuning fork that rings with cultural , sexual and social discord . ",1
2278,"a compelling pre-wwii drama with vivid characters and a warm , moving message . ",1
2279,"the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble . ",1
2280,"by turns touching , raucously amusing , uncomfortable , and , yes , even sexy , never again is a welcome and heartwarming addition to the romantic comedy genre . ",1
2281,worse than 'silence of the lambs' better than 'hannibal',1
2282,"if you haven't seen the film lately , you may be surprised at the variety of tones in spielberg's work . much of it is funny , but there are also some startling , surrealistic moments . . . ",1
2283,"[the digital effects] reminded me of terry gilliam's rudimentary old monty python cartoons , in which he would cut out figures from drawings and photographs and paste them together . ",1
2284,canada's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people . ,1
2285,"the fluid motion is astounding on any number of levels -- including the physical demands made on büttner -- and it implies in its wake the intractable , irreversible flow of history . ",1
2286,"alternately hilarious and sad , aggravating and soulful , scathing and joyous . it's a masterpeice . ",1
2287,"the film's messages of tolerance and diversity aren't particularly original , but one can't help but be drawn in by the sympathetic characters . ",1
2288,"though it lacks the utter authority of a genre gem , there's a certain robustness to this engaging mix of love and bloodletting . ",1
2289,"yes , it's as good as you remember . in fact , even better . ",1
2290,hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining . ,1
2291,"an uncomfortable movie , suffocating and sometimes almost senseless , the grey zone does have a center , though a morbid one . ",1
2292,"this is a harrowing movie about how parents know where all the buttons are , and how to push them . ",1
2293,a stirring road movie . ,1
2294,"one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense . ",1
2295,insanely hilarious ! i haven't laughed that hard in years ! ,1
2296,"it's a tour de force , written and directed so quietly that it's implosion rather than explosion you fear . ",1
2297,"it may not be history – but then again , what if it is ? – but it makes for one of the most purely enjoyable and satisfying evenings at the movies i've had in a while . ",1
2298,"if "" lilo & stitch "" isn't the most edgy piece of disney animation to hit the silver screen , then this first film to use a watercolor background since "" dumbo "" certainly ranks as the most original in years . ",1
2299,"this may be dover kosashvili's feature directing debut , but it looks an awful lot like life -- gritty , awkward and ironic . ",1
2300,"this ready-made midnight movie probably won't stand the cold light of day , but under the right conditions , it's goofy ( if not entirely wholesome ) fun . ",1
2301,"see scratch for the history , see scratch for the music , see scratch for a lesson in scratching , but , most of all , see it for the passion . ",1
2302," . . . "" bowling for columbine "" remains a disquieting and thought-provoking film . . . ",1
2303,"talk to her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it's hard to stop watching . ",1
2304,star/producer salma hayek and director julie taymor have infused frida with a visual style unique and inherent to the titular character's paintings and in the process created a masterful work of art of their own . ,1
2305,a tasty masala . ,1
2306,a truly wonderful tale combined with stunning animation . ,1
2307,a low-key labor of love that strikes a very resonant chord . ,1
2308,an average kid-empowerment fantasy with slightly above-average brains . ,1
2309,"confessions isn't always coherent , but it's sharply comic and surprisingly touching , so hold the gong . ",1
2310,"while guzmán frustratingly refuses to give pinochet's crimes a political context , his distance from the material is mostly admirable . ",1
2311," . . . a story , an old and scary one , about the monsters we make , and the vengeance they take . ",1
2312,a sentimental but entirely irresistible portrait of three aging sisters . ,1
2313,"white oleander may leave you rolling your eyes in the dark , but that doesn't mean you won't like looking at it . ",1
2314,"in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song . ",1
2315,"it looks closely , insightfully at fragile , complex relationships . ",1
2316,"not a bad choice here , assuming that . . . the air-conditioning in the theater is working properly . ",1
2317,"a fine effort , an interesting topic , some intriguing characters and a sad ending . certainly the big finish wasn't something galinsky and hawley could have planned for . . . but part of being a good documentarian is being there when the rope snaps . ",1
2318,it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes . ,1
2319,there are moments of hilarity to be had . ,1
2320,refreshing . ,1
2321,"a hypnotic portrait of this sad , compulsive life . ",1
2322,"[while the last metro] was more melodramatic , confined to a single theater company and its strategies and deceptions , while tavernier is more concerned with the entire period of history . ",1
2323,"one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning . ",1
2324,"return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages . ",1
2325,michael moore's latest documentary about america's thirst for violence is his best film yet . . . ,1
2326,"suffice to say that after seeing this movie in imax form , you'll be more acquainted with the tiniest details of tom hanks' face than his wife is . ",1
2327,"like a tarantino movie with heart , alias betty is richly detailed , deftly executed and utterly absorbing . ",1
2328,marvelously entertaining and deliriously joyous documentary . ,1
2329,"a brisk , reverent , and subtly different sequel . ",1
2330,"a movie i loved on first sight and , even more important , love in remembrance . ",1
2331,"'divertida , enternecedora , universal y profundamente sincera , es una de las mejores comedias románticas en mucho tiempo . una verdadera delicia . '",1
2332,deserves a place of honor next to nanook as a landmark in film history . ,1
2333,murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy . . . ,1
2334,this is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the american underground . ,1
2335,"the sweetest thing , a romantic comedy with outrageous tendencies , may be a mess in a lot of ways . but it does have one saving grace . a lot of its gags and observations reflect a woman's point-of-view . ",1
2336,"this is lightweight filmmaking , to be sure , but it's pleasant enough -- and oozing with attractive men . ",1
2337,"at its most basic , this cartoon adventure is that wind-in-the-hair exhilarating . ",1
2338,"fans of critics' darling band wilco will marvel at the sometimes murky , always brooding look of i am trying to break your heart . ",1
2339,the film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet . ,1
2340,"[gosling's] combination of explosive physical energy and convincing intelligence helps create a complex , unpredictable character . ",1
2341,confounding because it solemnly advances a daringly preposterous thesis . acting cannot be acted . ,1
2342,fulford-wierzbicki . . . deftly captures the wise-beyond-her-years teen . ,1
2343,a wild ride juiced with enough energy and excitement for at least three films . ,1
2344,"it's a cool event for the whole family . maybe not a classic , but a movie the kids will want to see over and over again . ",1
2345,featherweight romantic comedy has a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock . ,1
2346,the movie is not as terrible as the synergistic impulse that created it . ,1
2347,"a typically observant , carefully nuanced and intimate french coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it . ",1
2348,less an examination of neo-nazism than a probe into the nature of faith itself . ,1
2349,a moving and weighty depiction of one family's attempts to heal after the death of a child . ,1
2350,i don't think most of the people who loved the 1989 paradiso will prefer this new version . but i do . ,1
2351,a zinger-filled crowd-pleaser that open-minded elvis fans ( but by no means all ) will have fun with . ,1
2352,diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy film . ,1
2353,"entirely suspenseful , extremely well-paced and ultimately . . . dare i say , entertaining ! ",1
2354,the riveting performances by the incredibly flexible cast make love a joy to behold . ,1
2355,"terrific as nadia , a russian mail-order bride who comes to america speaking not a word of english , it's kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers . ",1
2356,"the re-release of ron howard's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages . ",1
2357,very well written and directed with brutal honesty and respect for its audience . ,1
2358,wonderful fencing scenes and an exciting plot make this an eminently engrossing film . ,1
2359,"it's pretty linear and only makeup-deep , but bogdanovich ties it together with efficiency and an affection for the period . ",1
2360,"smart and alert , thirteen conversations about one thing is a small gem . ",1
2361,the pleasure of read my lips is like seeing a series of perfect black pearls clicking together to form a string . we're drawn in by the dark luster . ,1
2362,a haunting tale of murder and mayhem . ,1
2363,i love the opening scenes of a wintry new york city in 1899 . cinematic poetry showcases the city's old-world charm before machines change nearly everything . ,1
2364,"it's hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb . ",1
2365,one of the best rock documentaries ever . wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many . ,1
2366,ian holm conquers france as an earthy napoleon,1
2367,"offers big , fat , dumb laughs that may make you hate yourself for giving in . ah , what the hell . ",1
2368,"[sports] admirable energy , full-bodied characterizations and narrative urgency . ",1
2369,a portrait of an artist . ,1
2370,directors brett morgen and nanette burstein have put together a bold biographical fantasia . ,1
2371,"the subtitled costume drama is set in a remote african empire before cell phones , guns , and the internal combustion engine , but the politics that thump through it are as timely as tomorrow . ",1
2372,a tremendous piece of work . ,1
2373,"a delightful , if minor , pastry of a movie . ",1
2374,"while obviously aimed at kids , the country bears . . . should keep parents amused with its low groan-to-guffaw ratio . ",1
2375,"irwin is so earnest that it's hard to resist his pleas to spare wildlife and respect their environs . there are far worse messages to teach a young audience , which will probably be perfectly happy with the sloppy slapstick comedy . ",1
2376,leigh succeeds in delivering a dramatic slap in the face that's simultaneously painful and refreshing . ,1
2377,"not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense . ",1
2378,a fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists . ,1
2379,it's one thing to read about or rail against the ongoing - and unprecedented - construction project going on over our heads . it's quite another to feel physically caught up in the process . ,1
2380,could i have been more geeked when i heard that apollo 13 was going to be released in imax format ? in a word : no . ,1
2381,"murderous maids has a lot going for it , not least the brilliant performances by testud . . . and parmentier . ",1
2382,"filmmaker stacy peralta has a flashy editing style that doesn't always jell with sean penn's monotone narration , but he respects the material without sentimentalizing it . ",1
2383,"there are a couple of things that elevate "" glory "" above most of its ilk , most notably the mere presence of duvall . ",1
2384,"it's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet i found it weirdly appealing . ",1
2385, ( rises ) above its oh-so-hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism . ,1
2386,"a breezy blend of art , history , esoteric musings and philosophy . ",1
2387,"kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor . ",1
2388,tsai ming-liang's ghosts are painfully aware of their not-being . ,1
2389,"leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time . ",1
2390,"sean penn , you owe nicolas cage an apology . ",1
2391,the performances are uniformly good . ,1
2392,"she's all-powerful , a voice for a pop-cyber culture that feeds on her bjorkness . ",1
2393,it's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it . ,1
2394,"for all its plot twists , and some of them verge on the bizarre as the film winds down , blood work is a strong , character-oriented piece . ",1
2395,"the story line may be 127 years old , but el crimen del padre amaro . . . couldn't be more timely in its despairing vision of corruption within the catholic establishment . ",1
2396,this in-depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come . ,1
2397,it shows us a slice of life that's very different from our own and yet instantly recognizable . ,1
2398,a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture . ,1
2399,"leave it to john sayles to take on developers , the chamber of commerce , tourism , historical pageants , and commercialism all in the same movie . . . without neglecting character development for even one minute . ",1
2400,reign of fire just might go down as one of the all-time great apocalypse movies . ,1
2401,poignant and funny . ,1
2402,a smart little indie . ,1
2403,"payne has created a beautiful canvas , and nicholson proves once again that he's the best brush in the business . ",1
2404,see it . debate it . remember it . ,1
2405,"a riveting profile of law enforcement , and a visceral , nasty journey into an urban hades . ",1
2406,director douglas mcgrath takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading . ,1
2407,"stands as a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 . ",1
2408,"i am not generally a huge fan of cartoons derived from tv shows , but hey arnold ! the movie is clever , offbeat and even gritty enough to overcome my resistance . ",1
2409,"with not a lot of help from the screenplay ( proficient , but singularly cursory ) , [testud] acts with the feral intensity of the young bette davis . ",1
2410,"it's a film that's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio's animated classics . ",1
2411,"slow and ponderous , but rohmer's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption . ",1
2412,"austin powers for the most part is extremely funny , the first part making up for any flaws that come later . ",1
2413,"while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . ",1
2414,cho continues her exploration of the outer limits of raunch with considerable brio . ,1
2415,elvira fans could hardly ask for more . ,1
2416,"a canny , derivative , wildly gruesome portrait of a london sociopath who's the scariest of sadists . ",1
2417,the movie should be credited with remembering his victims . ,1
2418,"fast-paced and wonderfully edited , the film is extremely thorough . ",1
2419,"a bracing , unblinking work that serves as a painful elegy and sobering cautionary tale . ",1
2420,hashiguchi uses the situation to evoke a japan bustling atop an undercurrent of loneliness and isolation . ,1
2421,"as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story , the more details slip out between his fingers . ",1
2422,"my big fat greek wedding is not only the best date movie of the year , it's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss . ",1
2423,"few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt's cooper looks when the bullets stop flying . ",1
2424,another love story in 2002's remarkable procession of sweeping pictures that have reinvigorated the romance genre . ,1
2425,"it's another retelling of alexandre dumas' classic . why ? who knows , but it works under the direction of kevin reynolds . ",1
2426,"[f]rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels . ",1
2427,"shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience . ",1
2428,"provides the kind of 'laugh therapy' i need from movie comedies -- offbeat humor , amusing characters , and a happy ending . after seeing 'analyze that , ' i feel better already . ",1
2429,"a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination . ",1
2430,"this isn't a retooled genre piece , the tale of a guy and his gun , but an amiably idiosyncratic work . ",1
2431,"overall , it's a very entertaining , thought-provoking film with a simple message : god is love . ",1
2432,"it may not be a great piece of filmmaking , but its power comes from its soul's-eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case . ",1
2433,"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel . ",1
2434,"jeong-hyang lee's film is deceptively simple , deeply satisfying . ",1
2435,"the film is a hoot , and is just as good , if not better than much of what's on saturday morning tv especially the pseudo-educational stuff we all can't stand . ",1
2436,"george clooney , in his first directorial effort , presents this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years . ",1
2437,"even when it drags , we are forced to reflect that its visual imagination is breathtaking",1
2438,although commentary on nachtwey is provided . . . it's the image that really tells the tale . ,1
2439,a life-size reenactment of those jack chick cartoon tracts that always ended with some hippie getting tossed into the lake of fire . ,1
2440,grainy photography mars an otherwise delightful comedy of errors . ,1
2441,"this film is not a love letter for the slain rappers , it's a taunt -a call for justice for two crimes from which many of us have not yet recovered . ",1
2442,the film is impressive for the sights and sounds of the wondrous beats the world has to offer . ,1
2443,"daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails . ",1
2444," . . . in no way original , or even all that memorable , but as downtown saturday matinee brain candy , it doesn't disappoint . ",1
2445,"clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up . ",1
2446,cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression . ,1
2447,sex is one of those films that aims to confuse . ,1
2448,"compared to his series of spectacular belly flops both on and off the screen , runteldat is something of a triumph . ",1
2449,"[moore's] better at fingering problems than finding solutions . but though he only scratches the surface , at least he provides a strong itch to explore more . ",1
2450,"the powerful success of read my lips with such provocative material shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers . ",1
2451,"in his debut as a director , washington has a sure hand . his work with actors is particularly impressive . ",1
2452,"a generous , inspiring film that unfolds with grace and humor and gradually becomes a testament to faith . ",1
2453,"delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for . ",1
2454,morvern rocks . ,1
2455,vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role . ,1
2456,cletis is playful but highly studied and dependent for its success on a patient viewer . ,1
2457,"like its predecessor , it's no classic , but it provides a reasonably attractive holiday contraption , one that families looking for a clean , kid-friendly outing should investigate . ",1
2458,campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful . ,1
2459,either a fascinating study of the relationship between mothers and their children or a disturbing story about sociopaths and their marks . ,1
2460," . . . gripping and handsome execution , ( but ) there isn't much about k-19 that's unique or memorable . ",1
2461,"effective in all its aspects , margarita happy hour represents an auspicious feature debut for chaiken . ",1
2462,"the delicious trimmings…arrive early and stay late , filling nearly every minute…with a lighthearted glow , some impudent snickers , and a glorious dose of humankind's liberating ability to triumph over a scrooge or two . ",1
2463,"not the best herzog perhaps , but unmistakably herzog . ",1
2464,"enjoyably fast-moving , hard-hitting documentary . ",1
2465,"rehearsals are frequently more fascinating than the results . last dance , whatever its flaws , fulfills one facet of its mission in making me want to find out whether , in this case , that's true . ",1
2466,"the film's constant mood of melancholy and its unhurried narrative are masterfully controlled . but … in trying to capture the novel's deeper intimate resonances , the film has – ironically - distanced us from the characters . ",1
2467,"[cho's face is] an amazing slapstick instrument , creating a scrapbook of living mug shots . ",1
2468,"it's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic . ",1
2469,"while not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging . ",1
2470,"an extremely funny , ultimately heartbreaking look at life in contemporary china . ",1
2471,"your response to its new sequel , analyze that , may hinge on what you thought of the first film . ",1
2472,"davis is funny , charming and quirky in her feature film acting debut as amy . ",1
2473,"bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made . it's a movie that accomplishes so much that one viewing can't possibly be enough . ",1
2474,a lively and engaging examination of how similar obsessions can dominate a family . ,1
2475,"in the new release of cinema paradiso , the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned . ",1
2476,"the film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end . ",1
2477,the film is full of charm . ,1
2478,"the movie is well crafted , and well executed . if you're paying attention , the "" big twists "" are pretty easy to guess - but that doesn't make the movie any less entertaining . ",1
2479,one of those unassuming films that sneaks up on you and stays with you long after you have left the theatre . ,1
2480, . . . pray doesn't have a passion for the material . he nonetheless appreciates the art and reveals a music scene that transcends culture and race . ,1
2481,"the one-liners are snappy , the situations volatile and the comic opportunities richly rewarded . ",1
2482,it's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair . ,1
2483,intelligent and moving . ,1
2484,"fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film . ",1
2485,this sci-fi techno-sex thriller starts out bizarre and just keeps getting weirder . ,1
2486,"last orders nurtures the multi-layers of its characters , allowing us to remember that life's ultimately a gamble and last orders are to be embraced . it's affecting , amusing , sad and reflective . ",1
2487,a slight but sweet film . ,1
2488,"el peso de un líquido incoloro , el peso del líquido vital , del amor como elemento de vida , y de muerte . . . ",1
2489,"writer/director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable . ",1
2490,"it is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film . ",1
2491,"this new time machine is hardly perfect… yet it proves surprisingly serviceable . even at its worst , it's not half-bad . ",1
2492,"almost everyone growing up believes their family must look like "" the addams family "" to everyone looking in . . . "" my big fat greek wedding "" comes from the heart . . . ",1
2493,"once folks started hanging out at the barbershop , they never wanted to leave . chances are you won't , either . ",1
2494,george lucas returns as a visionary with a tale full of nuance and character dimension . ,1
2495,can be viewed as pure composition and form -- film as music,1
2496,an extraordinary dramatic experience . ,1
2497,"every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible . that , in itself , is extraordinary . ",1
2498,"if you can tolerate the redneck-versus-blueblood cliches that the film trades in , sweet home alabama is diverting in the manner of jeff foxworthy's stand-up act . ",1
2499,"it's a treat watching shaw , a british stage icon , melting under the heat of phocion's attentions . ",1
2500,"all in all , an interesting look at the life of the campaign-trail press , especially ones that don't really care for the candidate they're forced to follow . ",1
2501,narc is a no-bull throwback to 1970s action films . it zips along with b-movie verve while adding the rich details and go-for-broke acting that heralds something special . ,1
2502,me without you has a bracing truth that's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood . ,1
2503,"it's a strange film , one that was hard for me to warm up to . ",1
2504,goes a long way on hedonistic gusto . ,1
2505,"the result puts a human face on derrida , and makes one of the great minds of our times interesting and accessible to people who normally couldn't care less . ",1
2506,the scorpion king is more fun than conan the barbarian . ,1
2507,"unexpected moments of authentically impulsive humor are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of…emotional recovery . ",1
2508,"jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera's drama and lyricism . ",1
2509,audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling . ,1
2510,credit director ramsay for taking the sometimes improbable story and making it feel realistic . ,1
2511,"this is dicaprio's best performance in anything ever , and easily the most watchable film of the year . ",1
2512,"witherspoon puts to rest her valley-girl image , but it's dench who really steals the show . ",1
2513,"even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end . . . you almost don't notice the 129-minute running time . ",1
2514,"while dutifully pulling on heartstrings , directors dean deblois and chris sanders valiantly keep punching up the mix . ",1
2515,eric byler's nuanced pic avoids easy sentiments and explanations . . . ,1
2516,manages to be wholesome and subversive at the same time . ,1
2517,"when it's not wallowing in hormonal melodrama , "" real women have curves "" is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she'll become her mother before she gets to fulfill her dreams . ",1
2518,the film runs on a little longer than it needs to -- muccino either doesn't notice when his story ends or just can't tear himself away from the characters -- but it's smooth and professional . ,1
2519,blithely anachronistic and slyly achronological . ,1
2520,"this starts off with a 1950's doris day feel and it gets very ugly , very fast . the first five minutes will have you talking 'til the end of the year ! ",1
2521,"triumph of love is a very silly movie , but the silliness has a pedigree . ",1
2522,discursive but oddly riveting documentary . ,1
2523,"the movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people . ",1
2524,"on its own , big trouble could be considered a funny little film . ",1
2525,"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band . ",1
2526,"this cinema verite speculation on the assassination of john f . kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative . ",1
2527,a beautifully observed character piece . ,1
2528,a coming-of-age movie that hollywood wouldn't have the guts to make . ,1
2529,it is quite a vision . ,1
2530,"there are laughs aplenty , and , as a bonus , viewers don't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies . ",1
2531,a bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation . ,1
2532,"a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two",1
2533,"filled with alexandre desplat's haunting and sublime music , the movie completely transfixes the audience . ",1
2534,"as chilling and fascinating as philippe mora's modern hitler-study , snide and prejudice . ",1
2535,an hour and a half of joyful solo performance . ,1
2536,"no worse a film than breaking out , and breaking out was utterly charming . ",1
2537,parker cannot sustain the buoyant energy level of the film's city beginnings into its country conclusion,1
2538,"' . . . despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '",1
2539, . . . a guiltless film for nice evening out . ,1
